mode,q_mode,cl,SDSS9,m_SDSS9,objID,Sp-ID,RA_ICRS,DE_ICRS,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,pmRA,pmDE,f_zsp
1,+,6,"J022408.28-020816.3",,1237678889599107210,"4345-55569-0940",36.034533,-2.137882,2008.8333,3,20.25,0.052,19.438,0.012,19.31,0.014,19.263,0.017,19.062,0.049,2.65132,-3,5,0
1,+,3,"J022349.48-020811.8",,1237678889599107238,"4345-55569-0896",35.956199,-2.136611,2008.8333,3,23.355,1.027,20.714,0.038,19.008,0.017,18.387,0.014,17.948,0.036,0.30973,-5,0,0
1,+,3,"J022335.57-020503.2",,1237678889599042277,"4345-55569-0897",35.898207,-2.084236,2008.8333,3,26.195,1.112,21.902,0.143,20.166,0.059,19.245,0.038,18.61,0.091,0.56262,19,7,0
1,+,3,"J022339.09-020342.8",,1237678889599041689,"4345-55569-0894",35.91291,-2.061904,2008.8333,3,20.573,0.154,18.566,0.011,17.292,0.007,16.768,0.007,16.317,0.015,0.1483,0,0,0
1,+,6,"J022351.82-020157.0",,1237678889599107285,"4345-55569-0892",35.965951,-2.03252,2008.8333,3,20.924,0.085,20.487,0.022,20.42,0.031,20.59,0.046,20.298,0.143,2.49621,,,0
1,+,3,"J022418.12-020148.4",,1237678889599172718,"4345-55569-0936",36.075535,-2.030132,2008.8333,3,21.077,0.315,18.825,0.017,17.369,0.009,16.796,0.008,16.401,0.021,0.25765,-15,3,0
1,+,3,"J022402.82-020035.5",,1237678889599107629,"4345-55569-0931",36.011779,-2.009873,2008.8333,3,22.586,0.801,21.459,0.104,19.906,0.049,19.075,0.034,18.656,0.099,0.56325,-1,-3,0
1,+,3,"J022354.83-020005.2",,1237678889599107552,"4345-55569-0899",35.978472,-2.001445,2008.8333,3,23.553,0.742,22.787,0.142,21.282,0.071,20.076,0.034,19.641,0.095,0.67722,,,0
1,,3,"J022311.91-020409.0",,1237678889599041933,"4345-55569-0898",35.799623,-2.06917,2008.8333,3,23.409,0.841,22.372,0.125,21.311,0.093,20.411,0.06,19.816,0.159,0.40646,,,4
1,+,3,"J022250.34-020610.5",,1237678889598976244,"4345-55569-0859",35.709771,-2.102939,2008.8333,3,23.266,0.794,21.398,0.058,19.923,0.03,19.152,0.022,18.96,0.073,0.52055,14,7,0
1,+,6,"J022302.77-020448.1",,1237678889598976806,"4345-55569-0858",35.761562,-2.080038,2008.8333,3,23.372,0.556,21.979,0.064,21.926,0.102,21.772,0.127,21.127,0.285,2.09343,,,68
1,,3,"J022250.36-020244.1",,1237678889598976645,"4345-55569-0857",35.709861,-2.045594,2008.8333,3,23.246,0.894,22.556,0.178,21.174,0.098,19.98,0.05,19.51,0.138,0.60159,,,0
1,,3,"J022257.76-015948.9",,1237678889598976738,"4345-55569-0855",35.740696,-1.996937,2008.8333,3,21.954,0.905,20.97,0.131,19.362,0.059,18.276,0.034,18.062,0.118,0.58005,,,0
1,,3,"J022320.48-020233.6",,1237678889599042042,"4345-55569-0895",35.835337,-2.042681,2008.8333,3,24.727,1.849,22.19,0.139,21.171,0.113,20.213,0.066,19.832,0.198,0.25557,,,0
1,+,3,"J022309.88-020055.5",,1237678889599041909,"4345-55569-0893",35.791167,-2.01542,2008.8333,3,24.985,1.822,22.044,0.125,20.641,0.069,19.715,0.044,19.19,0.115,0.60062,,,0
1,+,6,"J022401.42-015721.7",,1237678889599107188,"4345-55569-0922",36.005917,-1.956027,2008.8333,3,20.386,0.058,19.836,0.014,19.815,0.02,19.822,0.025,19.616,0.077,2.47115,-5,-7,0
1,+,3,"J022333.85-015519.2",,1237678881036304953,"4345-55569-0891",35.891081,-1.922001,2008.8305,3,23.347,0.966,23.052,0.265,21.216,0.104,20.287,0.064,19.691,0.161,0.5632,,,4
1,+,3,"J022248.58-015532.0",,1237678881036239382,"4345-55569-0850",35.702452,-1.925563,2008.8305,3,26.714,0.629,20.934,0.056,19.277,0.025,18.565,0.02,18.133,0.054,0.40699,16,7,0
1,+,3,"J022308.06-015516.4",,1237678881036304637,"4345-55569-0889",35.783582,-1.921239,2008.8305,3,26.098,0.66,22.212,0.105,20.82,0.059,19.931,0.039,19.853,0.152,0.59128,,,0
1,+,6,"J022320.36-015328.5",,1237678881036304568,"4345-55569-0886",35.834838,-1.891276,2008.8305,3,21.545,0.151,21.062,0.035,20.958,0.056,21.069,0.082,20.554,0.224,2.31184,,,0
1,+,3,"J021801.84-025305.8",,1237678888524710770,"4345-55569-0414",34.507679,-2.884962,2008.8332,3,22.665,0.612,22.914,0.256,21.347,0.125,20.406,0.081,19.919,0.188,0.71905,,,0
1,,3,"J021736.64-025547.3",,1237678888524644385,"4345-55569-0447",34.402671,-2.929818,2008.8332,3,25.58,6.09,20.556,0.154,19.383,0.102,18.589,0.075,19.785,0.827,0.75459,,,0
1,+,3,"J021734.20-025403.7",,1237678888524645006,"4345-55569-0453",34.392517,-2.901047,2008.8332,3,21.905,0.405,21.658,0.124,20.5,0.083,19.634,0.058,19.224,0.144,0.59777,,,0
1,+,3,"J021754.11-025258.0",,1237678888524710065,"4345-55569-0460",34.47546,-2.882787,2008.8332,3,18.645,0.045,16.938,0.006,16.075,0.005,15.585,0.004,15.155,0.008,0.04126,-4,-6,0
1,+,3,"J021805.61-024932.5",,1237678888524710494,"4345-55569-0415",34.523374,-2.825706,2008.8332,3,22.937,0.86,22.509,0.211,20.323,0.058,19.397,0.038,18.855,0.085,0.60366,,,0
1,+,3,"J021811.60-024822.0",,1237678888524710584,"4345-55569-0413",34.548368,-2.806111,2008.8332,3,24.408,1.396,22.344,0.121,20.743,0.056,19.875,0.039,19.349,0.087,0.44683,,,0
1,+,6,"J021720.83-025145.8",,1237678888524644572,"4345-55569-0459",34.336825,-2.862746,2008.8332,3,21.869,0.211,21.217,0.043,21.299,0.078,20.9,0.078,20.723,0.242,0.70711,,,0
1,+,3,"J021727.93-024740.6",,1237678879961907596,"4345-55569-0455",34.366383,-2.794636,2008.8305,3,26.469,0.611,22.586,0.191,20.694,0.062,19.718,0.039,19.286,0.099,0.53229,,,0
1,+,3,"J021748.04-024841.2",,1237678888524710276,"4345-55569-0457",34.450193,-2.811453,2008.8332,3,23.876,1.106,22.249,0.101,21.055,0.068,19.882,0.036,19.396,0.085,0.67238,,,0
1,,3,"J021803.86-024630.0",,1237678879961973211,"4345-55569-0449",34.516121,-2.775001,2008.8305,3,22.533,0.49,22.641,0.2,21.451,0.119,20.463,0.073,19.977,0.182,0.75828,,,4
1,,3,"J021734.63-024426.2",,1237678879961907913,"4345-55569-0467",34.394294,-2.740629,2008.8305,3,23.836,1.268,23.176,0.295,21.338,0.102,19.995,0.045,19.734,0.139,0.64995,,,0
1,+,3,"J021836.81-024557.7",,1237678879962038369,"4345-55569-0408",34.653411,-2.766033,2008.8305,3,20.221,0.113,17.967,0.008,16.87,0.005,16.399,0.005,16.032,0.011,0.13907,1,-1,0
1,+,3,"J021822.02-024427.2",,1237678879961972929,"4345-55569-0416",34.591783,-2.740898,2008.8305,3,23.228,0.904,23.006,0.29,21.149,0.092,19.699,0.039,19.17,0.091,0.64879,,,0
1,+,3,"J021845.69-024110.1",,1237678879962038875,"4345-55569-0385",34.690404,-2.686144,2008.8305,3,25.848,1.144,21.969,0.13,20.29,0.049,19.351,0.033,18.94,0.084,0.51188,-11,6,0
1,+,3,"J021833.95-024121.1",,1237678879962038715,"4345-55569-0421",34.641469,-2.689213,2008.8305,3,22.397,0.592,22.121,0.181,20.626,0.083,19.588,0.05,18.964,0.107,0.60053,,,0
1,+,6,"J021806.04-024407.3",,1237678879961972842,"4345-55569-0464",34.525191,-2.735387,2008.8305,3,18.347,0.017,17.481,0.005,17.155,0.005,17.013,0.006,16.951,0.012,3.5E-4,17,-14,0
1,+,3,"J021818.68-024242.6",,1237678879961973359,"4345-55569-0423",34.577855,-2.711856,2008.8305,3,24.938,2.035,22.114,0.16,20.324,0.055,19.426,0.038,18.789,0.08,0.51053,,,0
1,+,3,"J021803.46-024148.5",,1237678879961973510,"4345-55569-0461",34.514427,-2.696819,2008.8305,3,26.28,1.255,21.966,0.197,20.498,0.091,19.409,0.052,19.002,0.137,0.53807,,,0
1,+,3,"J021801.39-023920.9",,1237678879961973197,"4345-55569-0468",34.505807,-2.655826,2008.8305,3,22.941,0.725,22.309,0.161,20.752,0.067,19.805,0.044,19.13,0.091,0.54054,,,0
1,+,3,"J021831.63-023719.8",,1237678879962038687,"4345-55569-0425",34.631796,-2.622185,2008.8305,3,23.014,0.946,22.26,0.187,20.965,0.098,19.778,0.053,19.115,0.11,0.59961,,,0
1,+,6,"J021816.23-023724.3",,1237678879961972913,"4345-55569-0426",34.567649,-2.623427,2008.8305,3,20.595,0.074,20.051,0.019,20.185,0.028,20.053,0.035,19.728,0.099,2.19281,,,0
1,+,3,"J021830.80-023351.1",,1237678889061646814,"4345-55569-0422",34.628337,-2.56422,2008.8332,3,22.676,0.761,20.468,0.039,18.754,0.017,18.154,0.015,17.77,0.038,0.35328,-12,4,0
1,+,6,"J021700.17-023437.8",,1237678889061449974,"4345-55569-0498",34.250707,-2.577169,2008.8332,3,20.829,0.083,20.278,0.021,19.981,0.024,19.963,0.032,19.772,0.102,0.00266,74,-35,4
1,+,3,"J021736.70-023529.5",,1237678889061515902,"4345-55569-0471",34.402956,-2.591546,2008.8332,3,22.968,0.639,21.734,0.078,20.577,0.055,19.833,0.041,19.275,0.107,0.57043,-5,-24,0
1,+,3,"J021754.10-023510.4",,1237678889061580954,"4345-55569-0466",34.475432,-2.586233,2008.8332,3,25.733,1.097,22.331,0.145,20.227,0.046,19.346,0.031,19.008,0.09,0.50951,,,0
1,+,3,"J021826.85-023153.8",,1237678889061646750,"4345-55569-0427",34.611913,-2.531628,2008.8332,3,22.309,0.402,21.296,0.058,20.296,0.045,19.548,0.034,19.289,0.103,0.19577,,,0
1,+,6,"J021813.28-023156.6",,1237678889061581011,"4345-55569-0424",34.555358,-2.532398,2008.8332,3,20.987,0.092,20.584,0.023,20.475,0.034,20.337,0.042,20.196,0.136,0.74261,23,-7,0
1,+,3,"J021758.77-023012.1",,1237678889061581267,"4345-55569-0469",34.494904,-2.503374,2008.8332,3,22.924,0.959,21.699,0.115,20.046,0.052,19.164,0.035,18.708,0.09,0.51311,5,-1,0
1,+,3,"J021808.80-022848.7",,1237678889061581381,"4345-55569-0429",34.536667,-2.480217,2008.8332,3,26.211,1.347,21.456,0.121,19.737,0.052,18.631,0.029,18.097,0.068,0.54361,,,0
1,+,6,"J021739.33-023049.4",,1237678889061515957,"4345-55569-0462",34.413911,-2.513739,2008.8332,3,22.725,0.387,21.963,0.065,22.016,0.128,21.633,0.126,22.034,0.616,1.97066,,,4
1,+,6,"J021710.37-023224.2",,1237678889061515484,"4345-55569-0486",34.293239,-2.540082,2008.8332,3,21.446,0.137,20.812,0.029,20.709,0.043,20.768,0.062,20.457,0.188,2.29953,9,3,0
1,+,3,"J021751.77-022840.7",,1237678889061581188,"4345-55569-0474",34.46573,-2.477973,2008.8332,3,23.66,1.434,22.494,0.197,20.985,0.102,19.738,0.049,19.133,0.113,0.57156,,,0
1,+,3,"J021747.49-022414.9",,1237678889061581136,"4345-55569-0465",34.447884,-2.404162,2008.8332,3,22.736,0.611,22.446,0.158,20.747,0.07,19.879,0.048,19.879,0.186,5.73442,-70,-93,4
1,+,6,"J021914.36-023914.3",,1237678879962104216,"4345-55569-0392",34.809841,-2.653979,2008.8305,3,22.476,0.351,20.915,0.035,20.503,0.038,19.905,0.033,19.442,0.082,1.5E-4,-1,-13,0
1,+,3,"J021915.64-023646.0",,1237678879962104234,"4345-55569-0381",34.815206,-2.612792,2008.8305,3,21.928,0.364,21.97,0.138,20.366,0.058,19.563,0.043,19.044,0.104,0.57486,,,0
1,+,3,"J021905.51-023510.2",,1237678889061712404,"4345-55569-0397",34.77297,-2.586192,2008.8332,3,26.202,1.045,22.567,0.244,21.102,0.127,19.557,0.048,19.146,0.129,0.65371,,,0
1,+,3,"J021918.05-023500.3",,1237678889061712767,"4345-55569-0383",34.825237,-2.583417,2008.8332,3,23.344,0.999,22.841,0.232,21.036,0.092,19.704,0.042,19.296,0.11,0.64984,,,0
1,+,3,"J021945.75-023248.8",,1237678889061778423,"4345-55569-0343",34.940632,-2.546905,2008.8332,3,23.211,1.361,22.402,0.242,21.043,0.145,19.536,0.057,18.756,0.108,0.6499,,,0
1,+,3,"J021937.77-023116.2",,1237678889061777624,"4345-55569-0356",34.907379,-2.521168,2008.8332,3,21.705,0.374,19.134,0.016,17.76,0.01,17.255,0.009,16.882,0.022,0.22993,-2,-3,0
1,+,3,"J021939.17-022855.4",,1237678889061777901,"4345-55569-0360",34.913221,-2.482065,2008.8332,3,24.113,1.548,20.939,0.046,19.088,0.018,18.464,0.016,18.073,0.039,0.34345,-13,14,0
1,+,3,"J021857.68-023352.0",,1237678889061711985,"4345-55569-0396",34.740368,-2.564447,2008.8332,3,25.147,2.883,20.101,0.04,18.357,0.016,17.8,0.015,17.392,0.038,0.34732,8,17,0
1,+,3,"J021906.53-023027.6",,1237678889061712023,"4345-55569-0382",34.777207,-2.507672,2008.8332,3,22.041,0.453,19.412,0.018,17.976,0.01,17.435,0.009,17.082,0.022,0.23125,-4,1,0
1,+,6,"J021932.68-022726.9",,1237678889061777491,"4345-55569-0354",34.886167,-2.457492,2008.8332,3,19.637,0.035,18.778,0.008,18.429,0.009,18.32,0.01,18.249,0.026,3.3E-4,12,-1,0
1,+,3,"J021921.60-022658.0",,1237678889061712616,"4345-55569-0353",34.840012,-2.449449,2008.8332,3,26.456,1.045,21.442,0.116,20.08,0.065,19.31,0.05,18.917,0.137,0.60366,36,-29,0
1,+,6,"J021901.23-022927.6",,1237678889061712006,"4345-55569-0400",34.755137,-2.491009,2008.8332,3,19.958,0.045,19.366,0.011,19.337,0.015,19.35,0.019,19.124,0.05,2.53853,1,-1,0
1,+,3,"J021905.29-022807.3",,1237678889061712413,"4345-55569-0384",34.772041,-2.468712,2008.8332,3,25.789,1.413,20.754,0.05,19.027,0.021,18.442,0.019,18.043,0.047,0.33991,-11,-3,0
1,+,3,"J021856.33-022825.4",,1237678889061712715,"4345-55569-0395",34.734732,-2.473726,2008.8332,3,26.844,0.596,23.443,0.519,20.857,0.105,19.514,0.046,18.867,0.103,0.74762,,,0
1,+,3,"J021955.83-022504.0",,1237678889061777565,"4345-55569-0320",34.982623,-2.417795,2008.8332,3,21.044,0.229,19.023,0.016,17.544,0.009,17.008,0.008,16.633,0.02,0.22958,-10,-6,0
1,,3,"J022008.49-022358.8",,1237678889061843032,"4345-55569-0304",35.035396,-2.399682,2008.8332,3,21.229,0.203,19.298,0.016,17.836,0.009,17.311,0.008,16.941,0.02,0.22552,10,0,0
1,+,3,"J022002.62-022245.1",,1237678889061778316,"4345-55569-0315",35.010927,-2.379206,2008.8332,3,23.169,1.331,20.655,0.054,18.866,0.023,18.235,0.019,17.808,0.048,0.32382,2,-11,0
1,+,3,"J021942.18-022406.5",,1237678889061777940,"4345-55569-0355",34.925765,-2.401824,2008.8332,3,22.533,0.53,22.275,0.147,20.759,0.077,19.77,0.047,19.365,0.121,0.55457,,,0
1,+,3,"J021947.94-022320.2",,1237678889061778037,"4345-55569-0345",34.949755,-2.388949,2008.8332,3,24.776,2.255,20.796,0.052,19.022,0.022,18.357,0.018,17.903,0.044,0.41079,-3,-3,0
1,+,3,"J021925.67-022247.1",,1237678889061712654,"4345-55569-0351",34.85696,-2.379749,2008.8332,3,23.275,0.879,22.447,0.153,20.824,0.07,19.755,0.041,19.379,0.112,0.57426,,,0
1,+,3,"J021951.94-021925.2",,1237678880499040861,"4345-55569-0347",34.966429,-2.323683,2008.8305,3,22.689,0.658,21.822,0.113,20.693,0.076,19.784,0.05,19.588,0.175,0.60325,20,18,0
1,+,3,"J021951.19-021613.4",,1237678880499040853,"4345-55569-0263",34.963319,-2.270393,2008.8305,3,24.299,1.708,21.735,0.094,20.246,0.046,19.437,0.033,18.922,0.085,0.47897,19,11,0
1,+,6,"J021826.48-022925.2",,1237678889061646439,"4345-55569-0428",34.610342,-2.490353,2008.8332,3,20.713,0.076,20.067,0.017,19.671,0.019,19.724,0.026,19.385,0.066,2.44775,5,-3,0
1,+,6,"J021817.90-022719.9",,1237678889061646420,"4345-55569-0430",34.574596,-2.455528,2008.8332,3,20.249,0.054,19.611,0.013,19.637,0.018,19.678,0.025,19.58,0.078,2.75929,1,1,0
1,+,3,"J021905.55-022443.6",,1237678889061712121,"4345-55569-0390",34.773129,-2.412119,2008.8332,3,22.924,0.958,19.99,0.028,18.329,0.013,17.783,0.012,17.385,0.028,0.31932,11,17,0
1,+,3,"J021849.94-022327.2",,1237678889061647063,"4345-55569-0387",34.708085,-2.390909,2008.8332,3,23.958,1.717,21.448,0.08,19.885,0.038,19.037,0.027,18.625,0.068,0.49241,-5,7,0
1,+,3,"J021836.86-022415.2",,1237678889061646542,"4345-55569-0440",34.653615,-2.404246,2008.8332,3,22.642,0.699,20.52,0.04,18.797,0.017,18.13,0.014,17.789,0.037,0.34824,-5,-4,0
1,+,3,"J021845.14-022224.3",,1237678880498909757,"4345-55569-0439",34.688094,-2.373416,2008.8305,3,25.179,1.974,22.109,0.169,20.345,0.061,19.387,0.04,19.274,0.144,0.47733,,,0
1,+,6,"J021817.12-022500.2",,1237678889061580943,"4345-55569-0432",34.571336,-2.416735,2008.8332,3,19.889,0.042,19.235,0.01,19.244,0.014,19.219,0.018,19.0,0.049,2.59869,-4,-2,0
1,+,3,"J021821.98-022214.6",,1237678880498909417,"4345-55569-0434",34.591599,-2.370735,2008.8305,3,21.762,0.368,21.28,0.094,19.516,0.034,18.811,0.028,18.417,0.076,0.3519,3,-6,0
1,+,3,"J021753.61-022408.0",,1237678889061581209,"4345-55569-0463",34.473392,-2.402223,2008.8332,3,21.325,0.26,20.62,0.05,19.157,0.027,18.39,0.02,17.975,0.053,0.4762,-9,-7,0
1,,3,"J021813.24-022034.6",,1237678880498844256,"4345-55569-0435",34.55519,-2.342967,2008.8305,3,22.002,0.383,21.665,0.108,19.844,0.037,18.734,0.022,18.221,0.053,0.55713,-31,-6,0
1,+,3,"J021823.40-022108.6",,1237678880498909434,"4345-55569-0437",34.597504,-2.352396,2008.8305,3,22.855,0.645,22.627,0.203,20.792,0.068,19.934,0.048,19.568,0.14,0.55714,,,0
1,+,3,"J021847.98-021855.1",,1237678880498910016,"4345-55569-0399",34.699949,-2.315328,2008.8305,3,25.11,1.297,23.104,0.257,21.018,0.069,20.071,0.045,19.867,0.15,0.54352,,,0
1,+,3,"J021841.09-021806.6",,1237678880498909983,"4345-55569-0433",34.671233,-2.301853,2008.8305,3,22.203,0.617,22.095,0.211,19.994,0.058,18.951,0.035,18.412,0.085,0.54511,,,0
1,+,3,"J021830.52-021628.3",,1237678880498909570,"4345-55569-0431",34.627184,-2.274531,2008.8305,3,24.609,1.876,22.785,0.257,20.813,0.077,19.668,0.042,19.336,0.126,0.58169,,,0
1,+,3,"J021921.79-021829.0",,1237678880498975331,"4345-55569-0344",34.840813,-2.308058,2008.8305,3,21.336,0.349,19.608,0.029,18.304,0.017,17.644,0.014,17.164,0.035,0.20077,-26,-19,0
1,+,3,"J021909.27-021719.9",,1237678880498974948,"4345-55569-0389",34.788634,-2.288877,2008.8305,3,24.06,1.55,20.604,0.037,18.919,0.015,18.313,0.014,17.923,0.035,0.31511,2,-6,0
1,+,3,"J021904.72-021625.4",,1237678880498974927,"4345-55569-0386",34.76967,-2.273745,2008.8305,3,21.68,0.37,19.886,0.03,18.05,0.011,17.438,0.01,17.062,0.026,0.31673,-11,5,0
1,+,3,"J021912.95-021610.2",,1237678880498974866,"4345-55569-0393",34.803979,-2.269507,2008.8305,3,24.017,1.246,22.597,0.165,20.878,0.063,19.687,0.034,19.323,0.097,0.5474,,,0
1,+,3,"J021934.68-021814.1",,1237678880499040620,"4345-55569-0357",34.894526,-2.303926,2008.8305,3,21.6,0.266,21.19,0.069,20.071,0.049,19.354,0.037,18.931,0.102,0.44301,15,-4,0
1,+,3,"J021929.80-021741.5",,1237678880498975453,"4345-55569-0341",34.874165,-2.294874,2008.8305,3,22.332,0.397,21.751,0.087,20.494,0.05,19.651,0.036,19.3,0.106,0.54929,-12,2,0
1,+,6,"J021938.73-021540.4",,1237678880499040388,"4345-55569-0348",34.911385,-2.261241,2008.8305,3,20.806,0.083,18.344,0.007,18.194,0.008,18.178,0.009,18.04,0.026,3.03732,-4,-2,0
1,+,3,"J021929.30-021625.2",,1237678880498975624,"4345-55569-0359",34.872105,-2.273678,2008.8305,3,22.526,0.716,23.083,0.432,21.481,0.187,19.789,0.062,19.363,0.177,0.60314,,,0
1,+,3,"J021931.26-021144.6",,1237678880498975477,"4345-55569-0659",34.880281,-2.195743,2008.8305,3,24.76,2.655,21.084,0.078,19.332,0.03,18.501,0.022,18.009,0.056,0.46859,-8,-15,0
1,+,3,"J021854.29-021716.0",,1237678880498909854,"4345-55569-0391",34.726215,-2.287786,2008.8305,3,22.463,0.512,21.723,0.102,20.116,0.043,19.027,0.025,18.674,0.071,0.54444,-12,21,0
1,+,3,"J021919.43-021239.3",,1237678880498975315,"4345-55569-0619",34.830971,-2.210941,2008.8305,3,22.747,0.834,21.492,0.106,20.078,0.062,19.27,0.042,18.917,0.115,0.46855,3,-3,4
1,+,3,"J021922.23-021148.8",,1237678880498975353,"4345-55569-0617",34.842641,-2.196891,2008.8305,3,24.103,1.933,21.614,0.102,20.01,0.044,19.245,0.034,18.944,0.104,0.47028,-6,0,0
1,+,3,"J021925.24-020924.9",,1237678889598583605,"4345-55569-0657",34.855193,-2.156933,2008.8332,3,22.283,0.529,20.892,0.052,19.515,0.03,18.767,0.023,18.462,0.067,0.46829,-4,-21,0
1,+,3,"J021916.79-020732.0",,1237678889598583466,"4345-55569-0616",34.819966,-2.125578,2008.8332,3,26.585,0.691,22.225,0.159,20.591,0.073,19.427,0.038,18.951,0.097,0.57333,,,0
1,+,3,"J021711.84-022750.6",,1237678889061515628,"4345-55569-0485",34.299366,-2.464064,2008.8332,3,24.654,1.908,22.185,0.142,20.615,0.068,19.71,0.044,19.443,0.138,0.51566,,,0
1,+,3,"J021733.86-022251.1",,1237678880498778673,"4345-55569-0473",34.39112,-2.380866,2008.8305,3,22.993,0.783,22.155,0.143,20.454,0.056,19.537,0.036,18.999,0.092,0.55603,,,0
1,+,3,"J021745.32-022057.9",,1237678880498778825,"4345-55569-0477",34.438846,-2.349417,2008.8305,3,22.745,0.622,21.833,0.106,20.058,0.039,19.206,0.027,18.708,0.069,0.48892,-5,-5,0
1,,3,"J021807.32-021910.7",,1237678880498844196,"4345-55569-0480",34.530518,-2.31966,2008.8305,3,25.823,1.156,22.446,0.214,20.603,0.067,19.7,0.045,19.385,0.138,0.57077,,,0
1,+,3,"J021803.18-021741.9",,1237678880498844456,"4345-55569-0475",34.513265,-2.294992,2008.8305,3,23.378,0.855,23.09,0.261,21.942,0.161,20.443,0.064,20.101,0.191,0.71745,,,0
1,+,3,"J021813.81-021607.3",,1237678880498844265,"4345-55569-0579",34.557549,-2.268699,2008.8305,3,22.465,0.435,22.504,0.171,20.925,0.072,19.921,0.045,19.403,0.112,0.5692,,,0
1,+,3,"J022042.40-022200.4",,1237678880499106503,"4345-55569-0277",35.176689,-2.366791,2008.8305,3,21.768,0.426,21.424,0.111,19.924,0.055,18.762,0.03,18.141,0.068,0.54604,-13,4,0
1,+,3,"J022039.60-022101.6",,1237678880499106479,"4345-55569-0275",35.165001,-2.350448,2008.8305,3,27.092,0.517,21.218,0.082,19.547,0.035,18.693,0.025,18.286,0.067,0.47031,-27,13,0
1,+,3,"J022052.42-021902.3",,1237678880499171494,"4345-55569-0274",35.218439,-2.317305,2008.8305,3,21.649,0.335,20.392,0.04,18.644,0.016,17.975,0.014,17.521,0.033,0.41031,0,4,0
1,+,3,"J022022.31-021908.3",,1237678880499106251,"4345-55569-0317",35.092971,-2.318979,2008.8305,3,23.757,1.169,23.639,0.417,20.556,0.052,19.536,0.032,19.114,0.085,0.47037,,,0
1,+,6,"J022026.56-021842.4",,1237678880499106009,"4345-55569-0313",35.11067,-2.311783,2008.8305,3,21.421,0.137,21.044,0.035,21.1,0.057,21.076,0.082,20.76,0.24,2.11448,,,0
1,+,6,"J022101.62-021316.6",,1237678880499171915,"4345-55569-0280",35.256765,-2.221289,2008.8305,3,23.857,1.011,21.87,0.073,21.768,0.115,21.715,0.16,20.991,0.319,1.22268,,,4
1,+,3,"J022053.78-021139.0",,1237678880499171747,"4345-55569-0739",35.224115,-2.194176,2008.8305,3,24.557,1.757,21.905,0.104,20.415,0.05,19.612,0.037,19.349,0.111,0.34661,6,10,0
1,+,3,"J022006.95-021236.1",,1237678880499040467,"4345-55569-0316",35.028992,-2.210047,2008.8305,3,20.911,0.179,18.96,0.014,17.452,0.007,16.921,0.007,16.571,0.016,0.25222,10,-6,0
1,+,3,"J022017.43-021150.1",,1237678880499106199,"4345-55569-0319",35.072641,-2.197251,2008.8305,3,23.846,1.703,21.387,0.081,19.889,0.04,19.107,0.03,18.68,0.08,0.48058,0,-1,0
1,+,3,"J022042.03-021316.2",,1237678880499105857,"4345-55569-0279",35.175141,-2.221172,2008.8305,3,24.112,2.208,19.534,0.02,19.727,0.039,18.107,0.015,17.439,0.03,0.22941,-11,-12,0
1,+,3,"J022033.21-020955.2",,1237678880499105977,"4345-55569-0740",35.138408,-2.165348,2008.8305,3,22.746,0.681,20.715,0.042,18.89,0.016,18.271,0.014,17.875,0.036,0.34674,-16,-7,0
1,+,6,"J022024.40-020816.8",,1237678889598714442,"4345-55569-0738",35.101675,-2.137999,2008.8332,3,22.825,0.449,21.722,0.06,21.713,0.116,21.703,0.163,21.053,0.342,2.77342,,,0
1,+,3,"J022124.63-021219.9",,1237678880499237032,"4345-55569-0240",35.352644,-2.205538,2008.8305,3,21.491,0.262,19.737,0.022,18.226,0.011,17.672,0.01,17.269,0.025,0.2702,9,1,0
1,+,3,"J022117.19-021155.9",,1237678880499172169,"4345-55569-0235",35.321644,-2.198882,2008.8305,3,25.023,1.484,22.171,0.119,20.33,0.043,19.488,0.031,19.013,0.077,0.47598,,,0
1,,3,"J022123.90-021026.1",,1237678880499237192,"4345-55569-0778",35.349611,-2.173926,2008.8305,3,22.79,0.847,21.269,0.08,19.556,0.033,18.755,0.025,18.267,0.06,0.44604,23,-17,0
1,+,6,"J022120.08-020846.5",,1237678889598844984,"4345-55569-0776",35.333698,-2.146275,2008.8333,3,19.255,0.028,18.806,0.008,18.695,0.01,18.669,0.012,18.553,0.033,0.90871,-4,0,0
1,+,3,"J022132.14-020554.8",,1237678889598845508,"4345-55569-0815",35.383917,-2.098567,2008.8333,3,23.69,1.123,22.012,0.1,20.396,0.048,19.545,0.031,19.097,0.083,0.58931,,,0
1,+,3,"J022124.66-020433.6",,1237678889598845397,"4345-55569-0777",35.352767,-2.076017,2008.8333,3,22.522,0.69,21.118,0.071,19.833,0.044,19.102,0.032,18.602,0.084,0.3259,15,46,0
1,+,3,"J022133.19-020440.0",,1237678889598845877,"4345-55569-0813",35.388299,-2.077784,2008.8333,3,26.441,0.895,22.651,0.265,20.612,0.088,19.338,0.04,18.88,0.108,0.59662,,,0
1,+,3,"J022109.17-020415.6",,1237678889598780492,"4345-55569-0775",35.288227,-2.071024,2008.8332,3,27.433,0.339,22.617,0.251,20.668,0.09,19.741,0.054,18.985,0.114,0.47762,,,4
1,+,3,"J022044.49-020637.8",,1237678889598779799,"4345-55569-0735",35.185391,-2.110507,2008.8332,3,26.114,0.704,22.2,0.117,20.383,0.048,19.514,0.031,19.013,0.077,0.47331,-27,-3,0
