OzDES,RAJ2000,DEJ2000,z,Flag,types
"OzDES_007912",55.128,-29.330417,0.13788,4,"BrightGalaxy"
"OzDES_007908",55.070125,-29.308,0.33995,4,"RedMaGiC"
"OzDES_007910",55.0845,-29.297361,1.134,4,"AGN_monitoring"
"OzDES_000914",55.027333,-29.317,0.34063,4,"Photo-z"
"OzDES_007913",55.044292,-29.294139,0.33946,3,"RedMaGiC"
"OzDES_000917",55.127167,-29.280389,0.52019,4,"Photo-z"
"OzDES_007914",54.964542,-29.287194,1.53156,4,"AGN_monitoring"
"OzDES_007901",54.906,-29.318667,0.28525,4,"RedMaGiC"
"OzDES_007904",54.916208,-29.305194,0.60784,3,"LRG"
"OzDES_000913",54.94225,-29.299361,1.0E-5,4,"Photo-z"
"OzDES_000912",54.9495,-29.277611,0.49011,4,"Photo-z"
"OzDES_007907",55.027708,-29.296806,0.95763,3,"ELG"
"OzDES_007919",55.052125,-29.280583,0.34594,4,"ClusterGalaxy"
"OzDES_000867",55.043417,-29.215722,0.59303,3,"Photo-z"
"OzDES_002403",55.061417,-29.203667,3.3E-4,6,"FStar"
"OzDES_007924",54.98175,-29.251611,1.40151,4,"AGN_monitoring"
"OzDES_000865",54.956292,-29.239833,0.10745,4,"Photo-z"
"OzDES_002534",55.017,-29.216639,-4.4E-4,6,"Tertiary"
"OzDES_002535",55.038792,-29.208861,2.4E-4,6,"Tertiary"
"OzDES_007940",55.053167,-29.184722,-8.7E-4,4,"ELG"
"OzDES_007911",55.208375,-29.299028,2.4E-4,6,"BrightGalaxy"
"OzDES_000920",55.228833,-29.263222,0.34414,4,"Photo-z"
"OzDES_007921",55.193375,-29.271972,0.12343,4,"BrightGalaxy"
"OzDES_007920",55.158833,-29.270139,0.52059,4,"RedMaGiC"
"OzDES_007923",55.187292,-29.259361,-4.9E-4,6,"BrightGalaxy"
"OzDES_000873",55.197417,-29.235278,0.42969,3,"Photo-z"
"OzDES_007925",55.224875,-29.244472,0.5871,4,"LRG"
"OzDES_007926",55.1415,-29.241417,0.64739,4,"LRG"
"OzDES_007930",55.166167,-29.22975,0.12099,3,"BrightGalaxy"
"OzDES_000869",55.127417,-29.237139,1.0E-5,4,"Photo-z"
"OzDES_000871",55.172625,-29.206278,0.46196,3,"Photo-z"
"OzDES_007939",55.137625,-29.210611,0.21066,4,"BrightGalaxy"
"OzDES_007938",55.1575,-29.193806,0.72972,4,"LRG"
"OzDES_000872",55.18625,-29.198333,0.70471,4,"Photo-z"
"OzDES_007946",55.1795,-29.166889,0.13499,4,"BrightGalaxy"
"OzDES_000877",55.278125,-29.187,0.65265,4,"Photo-z"
"OzDES_000875",55.258625,-29.160333,0.89757,4,"Photo-z"
"OzDES_000874",55.224833,-29.118111,0.34501,4,"Photo-z"
"OzDES_000876",55.265833,-29.108917,0.1054,4,"Photo-z"
"OzDES_007958",55.252667,-29.090833,0.10519,4,"BrightGalaxy"
"OzDES_007960",55.289125,-29.083278,0.00144,4,"BrightGalaxy"
"OzDES_007962",55.268792,-29.072,0.62173,3,"LRG"
"OzDES_007936",55.092792,-29.202528,0.9011,4,"ELG"
"OzDES_007937",55.135417,-29.197639,0.76334,4,"LRG"
"OzDES_007947",55.099708,-29.155056,0.7666,3,"LRG"
"OzDES_007951",55.173833,-29.135028,4.1E-4,6,"BrightGalaxy"
"OzDES_000870",55.141625,-29.116556,0.52087,3,"Photo-z"
"OzDES_007948",55.048958,-29.157083,0.58986,4,"ClusterGalaxy"
"OzDES_000868",55.066708,-29.120222,0.31987,4,"Photo-z"
"OzDES_007952",55.050667,-29.126917,0.59248,3,"LRG"
"OzDES_007966",55.267167,-29.060889,0.82029,3,"LRG"
"OzDES_007968",55.208125,-29.068111,0.33981,4,"ClusterGalaxy"
"OzDES_000818",55.22275,-29.047444,0.3387,4,"Photo-z"
"OzDES_007972",55.213417,-29.04225,0.3367,4,"RedMaGiC"
"OzDES_007964",55.123375,-29.064111,0.66537,3,"LRG"
"OzDES_007980",55.198167,-28.986417,0.66492,3,"ELG"
"OzDES_007024",54.48525,-29.621111,0.10776,4,"BrightGalaxy"
"OzDES_009031",54.472458,-29.594194,2.8E-4,6,"BrightGalaxy"
"OzDES_007845",54.542542,-29.548222,0.46016,4,"ClusterGalaxy"
"OzDES_007844",54.530417,-29.551333,0.49303,3,"RedMaGiC"
"OzDES_000944",54.451125,-29.570333,0.53318,4,"Photo-z"
"OzDES_009037",54.436208,-29.570278,0.8899,3,"ELG"
"OzDES_000942",54.440917,-29.545194,0.43782,4,"Photo-z"
"OzDES_009046",54.484417,-29.555667,0.69867,4,"LRG"
"OzDES_000946",54.493792,-29.499861,0.42024,3,"Photo-z"
"OzDES_009069",54.494542,-29.4935,2.27009,4,"AGN_reverberation"
"OzDES_007848",54.578125,-29.539194,1.05311,3,"ELG"
"OzDES_002541",54.584,-29.499778,-1.2E-4,6,"Tertiary"
"OzDES_007865",54.6235,-29.464583,5.0E-5,6,"BrightGalaxy"
"OzDES_007875",54.624208,-29.463639,4.0E-5,4,"AGN_reverberation"
"OzDES_000061",54.500333,-29.486583,0.88312,3,"ClusterGalaxy"
"OzDES_007868",54.542958,-29.465778,0.12416,4,"BrightGalaxy"
"OzDES_007874",54.6115,-29.432889,0.66174,3,"RedMaGiC"
"OzDES_007876",54.556833,-29.425694,0.81831,4,"ClusterGalaxy"
"OzDES_000943",54.446208,-29.473056,0.69852,4,"Photo-z"
"OzDES_000939",54.38775,-29.486361,0.55826,3,"Photo-z"
"OzDES_009071",54.387292,-29.481333,0.55696,3,"LRG"
"OzDES_009076",54.387333,-29.460972,1.49688,3,"AGN_reverberation"
"OzDES_000940",54.394167,-29.459833,0.30911,4,"Photo-z"
"OzDES_009080",54.380042,-29.460389,0.63465,4,"LRG"
"OzDES_009083",54.378833,-29.448306,1.07457,3,"ELG"
"OzDES_009088",54.404542,-29.435083,3.5E-4,6,"BrightGalaxy"
"OzDES_009072",54.498292,-29.478028,0.88106,3,"ClusterGalaxy"
"OzDES_000945",54.488958,-29.447889,1.01759,3,"Photo-z"
"OzDES_007869",54.516292,-29.459611,0.09296,3,"ELG"
"OzDES_009085",54.472333,-29.452111,0.13624,4,"BrightGalaxy"
"OzDES_007879",54.535458,-29.411,1.93184,4,"AGN_monitoring"
"OzDES_000906",54.475625,-29.384167,0.67111,3,"Photo-z"
"OzDES_009100",54.432625,-29.38,0.69903,4,"LRG"
"OzDES_007900",54.509375,-29.332139,0.10195,4,"BrightGalaxy"
"OzDES_007866",54.663083,-29.466667,0.71979,3,"LRG"
"OzDES_000947",54.666083,-29.45975,0.34837,4,"Photo-z"
"OzDES_007880",54.734333,-29.405139,4.0E-5,4,"ELG"
"OzDES_007884",54.66275,-29.397556,1.98176,4,"AGN_monitoring"
"OzDES_007888",54.612125,-29.381306,1.87592,4,"AGN_reverberation"
"OzDES_007896",54.771125,-29.359556,0.59957,4,"AGN_monitoring"
"OzDES_007903",54.808958,-29.316472,0.30767,4,"RedMaGiC"
"OzDES_007899",54.7115,-29.32875,0.92171,3,"ELG"
"OzDES_007917",54.702333,-29.281194,0.83147,3,"ELG"
"OzDES_002517",54.582292,-29.395444,6.0E-5,6,"Tertiary"
"OzDES_007891",54.577042,-29.378083,0.34804,4,"LRG"
"OzDES_007906",54.601542,-29.322944,4.0E-5,4,"AGN_reverberation"
"OzDES_000907",54.590583,-29.308389,0.15224,4,"Photo-z"
"OzDES_007909",54.610792,-29.29475,0.10108,4,"ELG"
"OzDES_007902",54.553917,-29.312222,0.65983,3,"RedMaGiC"
"OzDES_007905",54.516042,-29.302639,0.81539,3,"LRG"
"OzDES_000908",54.557625,-29.279278,0.54805,4,"Photo-z"
"OzDES_000909",54.673875,-29.278111,0.18825,4,"Photo-z"
"OzDES_000862",54.701333,-29.241917,0.257,4,"Photo-z"
"OzDES_007932",54.730542,-29.230722,0.22494,4,"RedMaGiC"
"OzDES_007931",54.706042,-29.224806,0.71741,4,"LRG"
"OzDES_007933",54.619042,-29.219833,0.65258,3,"LRG"
"OzDES_007935",54.635417,-29.204333,1.9353,4,"AGN_monitoring"
"OzDES_009087",54.3165,-29.444278,0.36269,4,"ClusterGalaxy"
"OzDES_009084",54.33175,-29.450833,0.35895,4,"LRG"
"OzDES_009090",54.343708,-29.421306,0.69949,3,"LRG"
"OzDES_009099",54.339167,-29.389833,1.61166,4,"AGN_monitoring"
"OzDES_009105",54.359333,-29.3805,0.36046,4,"ClusterGalaxy"
"OzDES_000903",54.306458,-29.400083,0.69844,4,"Photo-z"
"OzDES_009104",54.305,-29.374028,0.59658,4,"RedMaGiC"
"OzDES_000905",54.333542,-29.349056,0.54624,4,"Photo-z"
"OzDES_000902",54.299208,-29.346583,0.3056,4,"Photo-z"
"OzDES_009116",54.312167,-29.342917,-8.0E-5,6,"BrightGalaxy"
"OzDES_009123",54.427958,-29.323194,0.88405,3,"LRG"
"OzDES_001987",54.417583,-29.311056,1.5259,4,"AGN_reverberation"
"OzDES_009132",54.3545,-29.281722,1.52798,3,"AGN_reverberation"
"OzDES_009137",54.393583,-29.302056,2.5E-4,4,"AGN_reverberation"
"OzDES_009142",54.4255,-29.268917,0.51375,4,"RedMaGiC"
"OzDES_009101",54.241208,-29.379306,1.66232,4,"AGN_reverberation"
"OzDES_009107",54.229292,-29.371333,-5.0E-4,6,"BrightGalaxy"
"OzDES_009112",54.242542,-29.348361,0.93201,3,"LRG"
"OzDES_009110",54.223167,-29.353139,0.31606,4,"LRG"
"OzDES_009126",54.311458,-29.311667,0.92802,3,"ELG"
"OzDES_000901",54.297792,-29.299083,0.59991,4,"Photo-z"
"OzDES_009119",54.192875,-29.332194,0.57799,3,"LRG"
"OzDES_009134",54.17125,-29.28825,4.2E-4,6,"BrightGalaxy"
"OzDES_000900",54.21625,-29.270833,0.27802,4,"Photo-z"
"OzDES_009143",54.210625,-29.270833,0.30209,4,"LRG"
"OzDES_009141",54.193333,-29.271444,1.94734,4,"AGN_monitoring"
"OzDES_000904",54.329458,-29.27375,0.20042,4,"Photo-z"
"OzDES_009145",54.29925,-29.27075,0.1965,4,"BrightGalaxy"
"OzDES_002386",54.344583,-29.221194,2.4E-4,6,"FStar"
"OzDES_009161",54.305708,-29.22075,0.74962,3,"RedMaGiC"
"OzDES_009157",54.253292,-29.235056,1.15727,3,"ELG"
"OzDES_009166",54.323042,-29.211556,-4.0E-4,6,"BrightGalaxy"
"OzDES_009185",54.283417,-29.178056,0.06964,4,"BrightGalaxy"
"OzDES_000858",54.575375,-29.223778,0.52112,4,"Photo-z"
"OzDES_007928",54.510542,-29.23475,0.65687,3,"LRG"
"OzDES_009167",54.455667,-29.200583,0.65336,3,"LRG"
"OzDES_009177",54.489833,-29.190278,-3.4E-4,6,"BrightGalaxy"
"OzDES_007941",54.540708,-29.182528,-4.0E-5,6,"BrightGalaxy"
"OzDES_002395",54.588083,-29.157667,1.0E-5,6,"FStar"
"OzDES_007954",54.648083,-29.127917,0.10654,4,"BrightGalaxy"
"OzDES_000860",54.616458,-29.122167,0.36912,3,"Photo-z"
"OzDES_002394",54.538792,-29.124139,4.8E-4,6,"FStar"
"OzDES_000857",54.53875,-29.106806,0.60996,3,"Photo-z"
"OzDES_000859",54.579375,-29.102222,0.13026,4,"Photo-z"
"OzDES_007956",54.600125,-29.100417,4.0E-5,3,"AGN_reverberation"
"OzDES_007961",54.588583,-29.074667,1.24525,3,"ELG"
"OzDES_000855",54.409,-29.220583,0.19958,4,"Photo-z"
"OzDES_009163",54.411167,-29.216056,0.70396,4,"RedMaGiC"
"OzDES_009168",54.427583,-29.201,0.80444,3,"LRG"
"OzDES_009172",54.429458,-29.192806,0.65424,4,"RedMaGiC"
"OzDES_009178",54.39675,-29.185361,0.65393,3,"ClusterGalaxy"
"OzDES_009180",54.394833,-29.184556,0.65392,4,"LRG"
"OzDES_009179",54.378208,-29.183972,0.64868,4,"LRG"
"OzDES_000856",54.478333,-29.129139,0.43267,4,"Photo-z"
"OzDES_009193",54.4085,-29.101194,0.87907,3,"LRG"
"OzDES_007970",54.573917,-29.056917,1.75344,4,"AGN_monitoring"
"OzDES_000802",54.54075,-29.054806,0.59594,4,"Photo-z"
"OzDES_007976",54.557917,-29.03975,0.06871,4,"BrightGalaxy"
"OzDES_009218",54.505458,-29.059972,0.06868,4,"BrightGalaxy"
"OzDES_007971",54.516167,-29.051111,0.06806,4,"BrightGalaxy"
"OzDES_009201",54.477708,-29.062556,0.85149,3,"LRG"
"OzDES_009213",54.455667,-29.027083,0.63332,3,"LRG"
"OzDES_009216",54.4455,-29.022917,0.40269,4,"LRG"
"OzDES_009210",54.476083,-29.034861,0.54783,3,"LRG"
"OzDES_000801",54.470792,-29.033583,0.5487,3,"Photo-z"
"OzDES_009237",54.471375,-28.993333,0.12231,4,"BrightGalaxy"
"OzDES_007915",54.867917,-29.287417,1.23757,4,"AGN_monitoring"
"OzDES_007934",54.866292,-29.213694,0.34601,4,"RedMaGiC"
"OzDES_007929",54.782208,-29.234028,-3.0E-5,6,"AGN_reverberation"
"OzDES_007942",54.910458,-29.172083,2.77801,4,"AGN_monitoring"
"OzDES_000864",54.938333,-29.163,0.88932,4,"Photo-z"
"OzDES_000863",54.891375,-29.116528,1.0E-5,4,"Photo-z"
"OzDES_007955",54.887292,-29.103694,2.7E-4,4,"BrightGalaxy"
"OzDES_007950",54.761417,-29.14825,0.30468,4,"RedMaGiC"
"OzDES_007944",54.791208,-29.168194,2.2E-4,6,"BrightGalaxy"
"OzDES_007945",54.715125,-29.166806,0.10629,4,"BrightGalaxy"
"OzDES_007943",54.727333,-29.167222,1.04959,4,"AGN_monitoring"
"OzDES_002538",54.70325,-29.164944,0.0,6,"Tertiary"
"OzDES_007949",54.686042,-29.152917,0.95334,3,"LRG"
"OzDES_000861",54.695333,-29.134361,0.36078,4,"Photo-z"
"OzDES_007957",54.7985,-29.1005,1.29662,4,"AGN_monitoring"
"OzDES_007959",54.8895,-29.079917,2.07112,4,"AGN_monitoring"
"OzDES_007963",54.85975,-29.070417,0.86088,3,"ClusterGalaxy"
"OzDES_000807",54.83175,-29.066806,0.19674,4,"Photo-z"
"OzDES_007969",54.76875,-29.062139,0.47102,3,"ClusterGalaxy"
"OzDES_007973",54.808125,-29.0335,0.59747,3,"LRG"
"OzDES_000809",54.857958,-29.037222,0.38706,4,"Photo-z"
"OzDES_000808",54.836333,-29.031417,0.2041,4,"Photo-z"
"OzDES_007953",55.0105,-29.123833,0.5933,3,"ELG"
"OzDES_000866",55.016208,-29.112028,0.45104,4,"Photo-z"
"OzDES_007965",55.076708,-29.069778,0.10801,3,"BrightGalaxy"
"OzDES_002402",55.053958,-29.065583,6.6E-4,6,"FStar"
"OzDES_007967",55.051667,-29.062806,0.59006,4,"AGN_reverberation"
"OzDES_000814",55.054708,-29.047194,0.59529,3,"Photo-z"
"OzDES_007974",54.9745,-29.054639,3.0E-4,4,"AGN_reverberation"
"OzDES_000816",55.082042,-29.003417,0.66285,4,"Photo-z"
"OzDES_000817",55.097708,-28.986472,0.40763,4,"Photo-z"
"OzDES_007982",55.142708,-28.981167,0.46835,3,"RedMaGiC"
"OzDES_000815",55.056917,-28.963389,0.33137,4,"Photo-z"
"OzDES_007997",55.076167,-28.949111,0.01364,4,"BrightGalaxy"
"OzDES_002401",55.058375,-28.941361,2.3E-4,6,"FStar"
"OzDES_007993",55.113167,-28.944806,1.37916,4,"AGN_monitoring"
"OzDES_000775",55.091792,-28.903944,0.33962,4,"Photo-z"
"OzDES_007978",54.954208,-29.004306,0.59788,4,"ClusterGalaxy"
"OzDES_007977",54.892917,-29.016222,0.38601,4,"LRG"
"OzDES_000813",54.951125,-28.994583,0.59531,3,"Photo-z"
"OzDES_007984",54.994125,-28.965222,0.87087,3,"LRG"
"OzDES_000810",54.876083,-28.989806,0.34317,4,"Photo-z"
"OzDES_000811",54.934167,-28.955833,0.22404,4,"Photo-z"
"OzDES_007988",54.931458,-28.948944,1.1691,3,"ELG"
"OzDES_000812",54.933083,-28.939611,0.20049,3,"Photo-z"
"OzDES_007994",54.944542,-28.927389,0.59372,4,"ClusterGalaxy"
"OzDES_000769",54.910958,-28.909111,0.27148,4,"Photo-z"
"OzDES_007995",55.050583,-28.928472,0.53115,4,"RedMaGiC"
"OzDES_007998",55.083583,-28.909139,0.34053,4,"LRG"
"OzDES_002465",55.04825,-28.898583,0.33511,4,"ClusterGalaxy"
"OzDES_002454",55.043917,-28.878167,0.33522,4,"ClusterGalaxy"
"OzDES_008046",55.032083,-28.824333,0.72914,3,"ELG"
"OzDES_000806",54.692375,-29.064444,0.16864,4,"Photo-z"
"OzDES_000804",54.643875,-29.069667,0.48138,3,"Photo-z"
"OzDES_007996",54.797958,-28.933861,0.12323,4,"BrightGalaxy"
"OzDES_007975",54.578,-29.03325,0.06865,4,"BrightGalaxy"
"OzDES_007989",54.583875,-28.975972,4.3E-4,4,"AGN_reverberation"
"OzDES_007983",54.66025,-28.971278,0.78558,3,"ELG"
"OzDES_007986",54.63525,-28.954361,0.78523,3,"LRG"
"OzDES_007979",54.530583,-28.995389,0.61066,3,"LRG"
"OzDES_007985",54.551542,-28.964222,2.7E-4,6,"BrightGalaxy"
"OzDES_000803",54.549083,-28.955639,0.19719,4,"Photo-z"
"OzDES_007990",54.665417,-28.946194,0.03019,3,"AGN_reverberation"
"OzDES_000805",54.681167,-28.938111,0.19575,4,"Photo-z"
"OzDES_007999",54.781208,-28.909667,0.1227,4,"BrightGalaxy"
"OzDES_008036",54.930083,-28.848889,4.3E-4,6,"BrightGalaxy"
"OzDES_000768",54.890042,-28.842139,0.48587,3,"Photo-z"
"OzDES_008048",54.98675,-28.813972,0.94917,3,"ELG"
"OzDES_000771",54.992958,-28.81075,0.33226,3,"ClusterGalaxy,Photo-z"
"OzDES_000772",54.999917,-28.8085,0.33696,4,"Photo-z"
"OzDES_008062",54.976167,-28.788444,0.94986,3,"ELG"
"OzDES_000770",54.916875,-28.787778,0.49235,4,"Photo-z"
"OzDES_008060",54.899917,-28.790833,0.64193,3,"LRG"
"OzDES_008055",54.855125,-28.810611,0.06956,4,"BrightGalaxy"
"OzDES_000767",54.881583,-28.776389,0.19377,4,"Photo-z"
"OzDES_008070",54.925583,-28.782361,-3.0E-4,6,"BrightGalaxy"
"OzDES_008072",54.933708,-28.767806,2.74419,4,"AGN_monitoring"
"OzDES_000724",54.953917,-28.741972,0.49274,3,"Photo-z"
"OzDES_008078",54.9135,-28.739222,0.64462,3,"LRG"
"OzDES_000722",54.927417,-28.731333,0.38888,4,"Photo-z"
"OzDES_000766",54.759208,-28.869806,0.59906,3,"Photo-z"
"OzDES_008031",54.768042,-28.860861,0.83461,3,"LRG"
"OzDES_008041",54.791208,-28.827778,0.84621,3,"LRG"
"OzDES_002525",54.82025,-28.782889,1.0E-5,6,"Tertiary"
"OzDES_008071",54.792833,-28.782194,0.12335,4,"BrightGalaxy"
"OzDES_008056",54.677083,-28.806417,7.5E-4,6,"BrightGalaxy"
"OzDES_002524",54.70075,-28.780028,6.0E-4,6,"Tertiary"
"OzDES_008067",54.749583,-28.783556,0.81009,4,"ClusterGalaxy"
"OzDES_008075",54.780458,-28.747667,0.22425,4,"BrightGalaxy"
"OzDES_008059",54.842042,-28.792806,0.87092,4,"ClusterGalaxy"
"OzDES_000723",54.92,-28.716556,0.06931,3,"Photo-z"
"OzDES_000721",54.855958,-28.710639,0.34007,4,"Photo-z"
"OzDES_008084",54.834125,-28.720806,0.64039,3,"LRG"
"OzDES_008085",54.761292,-28.717778,0.60956,3,"LRG"
"OzDES_011086",52.326625,-29.069583,0.07204,4,"BrightGalaxy"
"OzDES_001649",52.364,-29.063611,0.29499,4,"Photo-z"
"OzDES_011088",52.317458,-29.047778,0.17828,4,"BrightGalaxy"
"OzDES_001647",52.346208,-29.047444,0.46218,4,"Photo-z"
"OzDES_001650",52.396083,-29.010444,0.21749,3,"Photo-z"
"OzDES_011087",52.241208,-29.059944,0.7179,3,"ClusterGalaxy"
"OzDES_011091",52.168083,-29.015417,0.1954,4,"BrightGalaxy"
"OzDES_011089",52.311708,-29.025194,1.78216,4,"AGN_monitoring"
"OzDES_001646",52.340125,-29.00325,0.68351,3,"Photo-z"
"OzDES_001648",52.35275,-28.996944,0.40005,4,"Photo-z"
"OzDES_001644",52.315292,-28.957333,0.14868,4,"Photo-z"
"OzDES_001645",52.326167,-28.956222,0.43263,3,"Photo-z"
"OzDES_011093",52.271625,-28.991944,2.3E-4,6,"BrightGalaxy"
"OzDES_011090",52.148167,-29.020611,0.77966,3,"ELG"
"OzDES_011095",52.166042,-28.951139,3.8E-4,6,"BrightGalaxy"
"OzDES_011096",52.205458,-28.931889,0.32766,4,"RedMaGiC"
"OzDES_001592",52.191708,-28.909861,0.15917,3,"Photo-z"
"OzDES_011100",52.203,-28.897972,0.99847,3,"ELG"
"OzDES_011101",52.234708,-28.900528,0.15848,4,"BrightGalaxy"
"OzDES_001595",52.245833,-28.850611,0.43174,4,"Photo-z"
"OzDES_001588",52.178792,-28.884722,0.38137,4,"Photo-z"
"OzDES_009778",52.188167,-28.881611,0.09053,4,"ELG"
"OzDES_001587",52.151875,-28.885056,0.54448,3,"Photo-z"
"OzDES_009779",52.130833,-28.8805,1.04964,4,"AGN_monitoring"
"OzDES_009781",52.1345,-28.873083,4.0E-5,4,"AGN_reverberation"
"OzDES_001589",52.171542,-28.86075,0.64932,3,"Photo-z"
"OzDES_001590",52.178958,-28.837056,0.68003,4,"Photo-z"
"OzDES_005534",52.040458,-28.898778,0.71596,3,"Photo-z"
"OzDES_005535",52.013208,-28.909222,0.72311,3,"Photo-z"
"OzDES_009787",52.099667,-28.871556,0.07171,4,"BrightGalaxy"
"OzDES_009809",52.081,-28.862861,0.07169,4,"BrightGalaxy"
"OzDES_006470",51.973583,-28.910444,0.13364,4,"Photo-z"
"OzDES_001584",51.967583,-28.904333,0.38663,4,"Photo-z"
"OzDES_009786",52.035833,-28.863944,0.07208,4,"BrightGalaxy"
"OzDES_009814",52.032958,-28.807556,0.06735,4,"BrightGalaxy"
"OzDES_009791",52.127,-28.851583,0.61172,4,"RedMaGiC"
"OzDES_009789",52.103792,-28.850861,0.87516,3,"ELG"
"OzDES_009799",52.168958,-28.826056,0.61264,4,"ClusterGalaxy"
"OzDES_009808",52.172,-28.816556,0.0723,4,"BrightGalaxy"
"OzDES_001586",52.142667,-28.805194,0.10691,4,"Photo-z"
"OzDES_009827",52.162417,-28.763528,0.0,6,"BrightGalaxy"
"OzDES_009797",52.083,-28.827361,-3.0E-5,6,"BrightGalaxy"
"OzDES_009806",52.096125,-28.810472,0.9693,3,"ELG"
"OzDES_001585",52.084667,-28.770861,0.13086,4,"Photo-z"
"OzDES_009823",52.065292,-28.784944,0.29038,4,"RadioGalaxy"
"OzDES_009829",52.147,-28.761472,0.10498,4,"BrightGalaxy"
"OzDES_009784",51.960458,-28.860028,0.72676,4,"RadioGalaxy"
"OzDES_009793",51.987333,-28.829833,0.90904,3,"ClusterGalaxy"
"OzDES_000051",52.007333,-28.806833,1.4E-4,6,"Tertiary"
"OzDES_009820",52.004833,-28.775806,0.91315,3,"ELG"
"OzDES_009816",51.993292,-28.784222,0.12739,4,"BrightGalaxy"
"OzDES_009843",51.944458,-28.721667,4.0E-5,4,"AGN_reverberation"
"OzDES_009845",52.063167,-28.719417,4.0E-5,4,"AGN_reverberation"
"OzDES_009865",52.089625,-28.688333,-8.6E-4,6,"BrightGalaxy"
"OzDES_009871",52.071,-28.682861,-6.0E-5,6,"AGN_reverberation"
"OzDES_009839",51.997958,-28.729833,8.6E-4,6,"AGN_reverberation"
"OzDES_009855",51.96175,-28.715417,0.34439,4,"ClusterGalaxy"
"OzDES_001530",51.995292,-28.708222,0.34282,3,"Photo-z"
"OzDES_009858",51.998125,-28.693861,0.93529,4,"ELG"
"OzDES_006666",53.400125,-29.715889,0.66907,4,"LRG"
"OzDES_006667",53.398458,-29.715056,0.66897,4,"LRG"
"OzDES_006669",53.411208,-29.710444,0.09419,4,"BrightGalaxy"
"OzDES_006675",53.446125,-29.669139,0.96131,3,"LRG"
"OzDES_006657",53.589792,-29.791944,0.77084,3,"LRG"
"OzDES_006658",53.579958,-29.7905,6.5E-4,6,"BrightGalaxy"
"OzDES_001002",53.597333,-29.777417,0.3205,3,"Photo-z"
"OzDES_006662",53.657875,-29.737139,0.72443,4,"LRG"
"OzDES_006665",53.657208,-29.716278,0.71733,4,"LRG"
"OzDES_006663",53.562833,-29.725389,-1.0E-5,6,"BrightGalaxy"
"OzDES_006668",53.611,-29.712972,0.72334,3,"LRG"
"OzDES_000970",53.705875,-29.706583,0.35377,4,"Photo-z"
"OzDES_000972",53.758708,-29.68,0.22137,4,"Photo-z"
"OzDES_006680",53.72675,-29.646083,0.55312,4,"AGN_reverberation"
"OzDES_001986",53.623042,-29.651222,1.16721,4,"AGN_monitoring,AGN_reverberation"
"OzDES_000969",53.706292,-29.612528,0.31362,4,"Photo-z"
"OzDES_006683",53.682708,-29.622556,0.13701,4,"BrightGalaxy"
"OzDES_000971",53.671208,-29.611611,0.36856,4,"Photo-z"
"OzDES_006664",53.515333,-29.723278,0.0944,4,"BrightGalaxy"
"OzDES_006672",53.490375,-29.691833,7.0E-5,6,"BrightGalaxy"
"OzDES_006671",53.502208,-29.687694,1.2236,3,"AGN_reverberation"
"OzDES_006674",53.505708,-29.681722,0.95242,3,"LRG"
"OzDES_000966",53.550083,-29.655556,0.39686,3,"Photo-z"
"OzDES_006681",53.559292,-29.636944,9.0E-5,6,"BrightGalaxy"
"OzDES_006677",53.5115,-29.655667,0.72254,4,"LRG"
"OzDES_006676",53.474375,-29.660722,0.85204,4,"LRG"
"OzDES_002527",53.441792,-29.65625,-6.0E-5,6,"Tertiary"
"OzDES_000965",53.542625,-29.61,0.18031,4,"Photo-z"
"OzDES_000964",53.529625,-29.605889,0.46524,3,"Photo-z"
"OzDES_000967",53.637417,-29.61025,0.13973,4,"Photo-z"
"OzDES_008000",53.587083,-29.606056,0.22302,4,"AGN_reverberation"
"OzDES_000968",53.649708,-29.59675,0.25358,4,"Photo-z"
"OzDES_008002",53.66475,-29.554167,0.81432,3,"LRG"
"OzDES_000928",53.598625,-29.555139,0.53742,4,"Photo-z"
"OzDES_008006",53.615375,-29.53225,0.81472,3,"ELG"
"OzDES_006679",53.423417,-29.651611,0.39666,4,"AGN_monitoring"
"OzDES_008003",53.22475,-29.560528,1.7E-4,6,"BrightGalaxy"
"OzDES_008008",53.243583,-29.513389,0.5609,3,"LRG"
"OzDES_006686",53.429042,-29.630722,-6.0E-5,6,"BrightGalaxy"
"OzDES_006685",53.479708,-29.613361,0.92244,3,"ELG"
"OzDES_000963",53.485833,-29.59675,0.46828,4,"Photo-z"
"OzDES_008005",53.484292,-29.539306,0.55971,4,"ClusterGalaxy"
"OzDES_008001",53.400125,-29.600639,1.14662,3,"ELG"
"OzDES_008004",53.543667,-29.540694,0.56055,4,"RedMaGiC"
"OzDES_008011",53.578083,-29.484139,1.02124,3,"ELG"
"OzDES_008020",53.56725,-29.454056,0.22322,4,"RedMaGiC"
"OzDES_008009",53.493,-29.499111,1.56721,4,"AGN_reverberation"
"OzDES_008012",53.473458,-29.472444,0.96036,4,"LRG"
"OzDES_008017",53.492333,-29.471056,0.11041,4,"BrightGalaxy"
"OzDES_000926",53.470125,-29.468778,0.22302,4,"Photo-z"
"OzDES_008015",53.520083,-29.460778,0.91439,3,"ELG"
"OzDES_008028",53.523542,-29.4255,0.30893,4,"AGN_reverberation"
"OzDES_000924",53.354708,-29.545528,1.0336,3,"Photo-z"
"OzDES_000923",53.345125,-29.491722,0.22266,4,"Photo-z"
"OzDES_008027",53.389125,-29.454278,0.15149,4,"BrightGalaxy"
