Num,Name,RAJ2000,DEJ2000,z,f_z,imag,UmagC,e_UmagC,BmagC,e_BmagC,VmagC,e_VmagC,RmagC,e_RmagC,ImagC,e_ImagC
16420,"VVDS-J033242.21-275413.5",53.1758859,-27.9037582,0.7351,3,23.0046,24.7672,0.0602,23.9897,0.0311,23.6115,0.0578,23.1995,0.0344,23.0046,0.0493
64507,"VVDS-J033241.02-275401.9",53.1709482,-27.9005301,0.6712,2,22.8335,27.0095,,25.8028,0.1189,24.6561,0.1051,23.6149,0.047,22.8335,0.0415
17074,"VVDS-J033242.09-275348.8",53.1753838,-27.8968985,0.6877,3,23.8223,26.1184,0.157,25.264,0.0669,24.8698,0.1347,24.1472,0.0617,23.8223,0.0876
16606,"VVDS-J033244.23-275358.8",53.184307,-27.899684,0.2136,4,20.9477,22.9651,0.0187,21.862,0.007,21.412,0.0122,21.1322,0.009,20.9477,0.0139
17238,"VVDS-J033243.49-275340.6",53.1812251,-27.8946222,0.9824,2,23.467,26.2331,0.1701,25.0577,0.0741,24.7912,0.1433,23.9417,0.0854,23.467,0.089
17657,"VVDS-J033245.18-275319.4",53.1882651,-27.8887262,4.1107,2,23.879,25.0787,0.0675,24.1204,0.0288,23.8038,0.0612,23.8081,0.0514,23.879,0.095
16975,"VVDS-J033238.86-275349.5",53.1619377,-27.8971074,0.6599,24,23.599,25.539,0.1508,24.2818,0.0471,23.9002,0.0811,23.7557,0.0548,23.599,0.0881
17981,"VVDS-J033243.02-275304.6",53.1792664,-27.8846297,0.9085,2,23.986,24.3753,0.0473,24.0826,0.0327,24.076,0.0713,23.9091,0.057,23.986,0.0989
17989,"VVDS-J033240.72-275305.9",53.1696783,-27.8849979,0.5314,2,22.8328,25.2872,0.0955,24.1639,0.0381,23.9468,0.0722,23.3289,0.0375,22.8328,0.0489
18003,"VVDS-J033241.48-275257.8",53.1728392,-27.8827391,0.6758,2,22.415,24.0179,0.0431,23.2501,0.0201,22.9901,0.0431,22.4698,0.0258,22.415,0.0413
18881,"VVDS-J033242.03-275226.1",53.1751356,-27.873937,0.6501,3,22.3046,23.9474,0.0326,23.2569,0.0166,23.2283,0.0352,22.5162,0.019,22.3046,0.0276
18991,"VVDS-J033241.39-275225.6",53.172466,-27.873785,0.6108,3,23.4985,25.1905,0.0849,24.4912,0.0421,24.3898,0.0951,23.6267,0.0435,23.4985,0.0671
12630,"VVDS-J033301.83-275650.9",53.2576592,-27.9474733,9.9999,0,22.9988,24.2704,0.0611,23.7466,0.0329,24.0901,0.0893,23.5102,0.056,22.9988,0.0738
12788,"VVDS-J033302.23-275644.3",53.2593137,-27.9456481,2.7937,1,23.3027,23.8762,0.0354,23.3725,0.021,23.4291,0.0553,23.2365,0.0436,23.3027,0.0781
61893,"VVDS-J033305.56-275607.7",53.2731847,-27.9354789,4.3951,1,23.9549,27.0095,,25.5988,0.1025,25.7319,0.2035,24.571,0.0895,23.9549,0.1179
14290,"VVDS-J033301.02-275545.4",53.2542612,-27.9292883,0.6195,4,19.8814,24.6171,0.075,22.8968,0.0175,22.0133,0.0225,20.7889,0.0084,19.8814,0.007
14913,"VVDS-J033300.51-275523.0",53.2521537,-27.9230764,9.9999,0,23.6724,26.355,0.2669,25.8697,0.1054,25.421,0.2465,24.2184,0.0733,23.6724,0.1232
14766,"VVDS-J033301.18-275525.3",53.2549448,-27.9237104,1.6279,2,22.3747,23.6243,0.0323,22.8424,0.0157,22.7701,0.0392,22.5537,0.0291,22.3747,0.0459
14978,"VVDS-J033301.64-275511.0",53.25687,-27.9197397,0.4915,2,21.0691,23.5239,0.0345,22.6758,0.0135,22.2185,0.0247,21.4667,0.0117,21.0691,0.0147
62562,"VVDS-J033308.89-275535.8",53.2870448,-27.9266305,0.5813,2,22.9397,27.0095,,26.0363,0.124,25.1778,0.1862,23.7434,0.0564,22.9397,0.0533
15624,"VVDS-J033307.61-275447.6",53.2817172,-27.9132354,0.3114,4,22.1174,24.2547,0.0381,23.249,0.0182,22.6668,0.0279,22.2702,0.0179,22.1174,0.0286
15616,"VVDS-J033311.69-275446.9",53.298709,-27.9130463,0.6044,4,23.2865,24.0815,0.0397,23.7044,0.0274,23.6114,0.0563,23.1161,0.0387,23.2865,0.0629
15789,"VVDS-J033309.55-275432.6",53.2897948,-27.9090704,0.3655,4,19.9808,21.7401,0.0073,21.0442,0.0043,20.4431,0.0067,20.1398,0.0045,19.9808,0.0069
63416,"VVDS-J033306.54-275454.4",53.277255,-27.9151138,9.9999,20,22.1315,27.0095,,25.1861,0.1024,24.36,0.0937,23.4307,0.0416,22.1315,0.0259
16496,"VVDS-J033305.34-275411.9",53.2722658,-27.9033305,0.3702,4,21.2867,25.4355,0.111,23.8211,0.0284,22.7106,0.0292,21.8897,0.0132,21.2867,0.0134
64372,"VVDS-J033309.50-275408.5",53.2896221,-27.9023797,0.8013,2,22.5499,27.0095,,25.9522,0.1336,24.8762,0.1613,23.7909,0.0515,22.5499,0.0363
16504,"VVDS-J033308.57-275406.1",53.2857491,-27.9017199,0.8058,2,21.4396,24.1661,0.0419,22.9899,0.0158,22.4896,0.0276,21.8825,0.0142,21.4396,0.0176
14484,"VVDS-J033256.98-275540.0",53.2374372,-27.9277903,1.3557,9,22.6713,24.828,0.0798,23.3226,0.0204,22.916,0.0363,22.4506,0.0244,22.6713,0.0427
14966,"VVDS-J033258.03-275447.0",53.2418319,-27.913064,0.3596,3,19.5553,22.0079,0.0109,21.0736,0.0043,20.3883,0.0067,19.8858,0.0041,19.5553,0.0054
15598,"VVDS-J033302.10-275449.6",53.2587652,-27.9138026,0.811,2,23.9686,25.6711,0.1259,25.2191,0.0736,24.7527,0.1057,24.0815,0.0686,23.9686,0.1174
15204,"VVDS-J033254.87-275456.1",53.2286377,-27.9156074,0.1253,3,21.1433,22.7315,0.0166,21.4647,0.0055,21.2307,0.0115,21.1392,0.0096,21.1433,0.0148
15731,"VVDS-J033256.36-275443.2",53.2348729,-27.9120109,0.9629,2,23.6052,24.9383,0.0758,24.3344,0.0376,24.3063,0.097,24.1515,0.0733,23.6052,0.0993
63918,"VVDS-J033255.52-275432.1",53.2313629,-27.9089234,0.6189,2,23.8113,27.0095,,25.165,0.0661,25.1392,0.1534,24.3761,0.0707,23.8113,0.0947
15744,"VVDS-J033253.48-275442.8",53.222842,-27.9118967,0.8309,3,23.3744,24.9365,0.069,24.2852,0.0373,24.0583,0.0843,23.5723,0.0511,23.3744,0.0659
15998,"VVDS-J033255.39-275432.0",53.2308258,-27.9089079,9.9999,20,24.0041,25.3891,0.109,24.8149,0.0559,24.8945,0.1322,24.6006,0.0978,24.0041,0.1617
64020,"VVDS-J033255.25-275424.3",53.2302128,-27.9067693,0.7368,3,21.1335,27.0095,,24.4928,0.0539,23.3471,0.0643,22.2059,0.023,21.1335,0.0169
64223,"VVDS-J033255.64-275414.2",53.2318517,-27.9039564,0.7387,2,23.6969,27.0095,,25.7233,0.0902,25.1719,0.1633,24.7783,0.0858,23.6969,0.1005
16435,"VVDS-J033255.93-275357.1",53.2330673,-27.8992084,0.6508,3,20.7779,23.5004,0.0287,22.504,0.0115,22.2299,0.0229,21.4298,0.0116,20.7779,0.0139
16366,"VVDS-J033301.86-275409.7",53.2577762,-27.9027163,0.3139,9,20.8613,23.6957,0.0446,22.1472,0.0127,21.5712,0.0195,21.0973,0.0128,20.8613,0.018
65331,"VVDS-J033305.46-275316.6",53.2727582,-27.887955,0.5251,2,23.4291,27.0095,,25.5281,0.0852,25.026,0.1504,23.6769,0.0549,23.4291,0.0722
17967,"VVDS-J033306.18-275308.5",53.2757754,-27.8857198,9.9999,0,23.2007,26.0495,0.1267,24.7937,0.064,24.0128,0.1067,23.4229,0.0556,23.2007,0.0871
17958,"VVDS-J033306.40-275304.4",53.2766854,-27.884572,0.5004,4,22.3184,23.1553,0.0187,22.628,0.0125,22.4286,0.0262,22.1991,0.0179,22.3184,0.0348
17995,"VVDS-J033306.14-275303.3",53.2756202,-27.8842602,0.5244,22,20.5098,23.9425,0.036,22.6778,0.0141,22.059,0.0214,21.105,0.0094,20.5098,0.0111
17640,"VVDS-J033259.11-275320.9",53.2463213,-27.8891428,0.6669,3,23.6669,24.8919,0.0705,24.4091,0.0456,23.9826,0.0923,23.6788,0.0607,23.6669,0.1119
17794,"VVDS-J033300.23-275316.3",53.250991,-27.8878761,0.501,2,23.627,25.7786,0.1599,24.8826,0.0558,24.2159,0.1039,23.4421,0.0468,23.627,0.0838
17917,"VVDS-J033300.86-275307.5",53.2536042,-27.8854261,9.9999,20,21.9264,24.1097,0.042,22.7924,0.013,22.3335,0.023,22.0097,0.0166,21.9264,0.0272
100713,"VVDS-J033301.26-275307.3",53.2552884,-27.8853844,1.0835,2,23.1413,27.0095,,27.3138,,25.9514,,24.6473,0.0842,23.1413,0.062
18189,"VVDS-J033259.61-275255.3",53.2483836,-27.8820515,0.7337,4,23.1254,24.3753,0.0577,23.9061,0.0289,23.9007,0.0635,23.3118,0.0397,23.1254,0.0583
65429,"VVDS-J033303.83-275307.6",53.2659783,-27.8854449,0.8843,2,22.7471,27.0095,,25.6144,0.1315,25.9514,,23.6573,0.0823,22.7471,0.0619
18035,"VVDS-J033302.33-275306.1",53.2597415,-27.8850414,0.8847,3,21.7753,25.8577,0.1392,24.3857,0.0653,25.9514,,23.1817,0.047,21.7753,0.0298
18400,"VVDS-J033302.95-275244.0",53.2623287,-27.8788906,0.5163,3,23.7845,24.7139,0.0748,24.4856,0.0421,24.1793,0.0788,23.7263,0.0551,23.7845,0.0917
18416,"VVDS-J033300.54-275248.1",53.2522847,-27.8800302,0.8852,3,23.7462,25.1865,0.0782,24.4884,0.0446,24.4565,0.1024,23.9681,0.0672,23.7462,0.0916
17468,"VVDS-J033311.13-275322.7",53.2964046,-27.8896481,0.6806,3,21.5508,24.0287,0.0441,23.2867,0.0234,22.8579,0.0425,22.3668,0.024,21.5508,0.0282
18234,"VVDS-J033311.75-275258.1",53.2989811,-27.882808,9.9999,0,21.0909,26.3821,0.2085,25.1339,0.0781,25.6583,0.2125,22.9071,0.079,21.0909,0.0762
19111,"VVDS-J033310.41-275221.4",53.2934156,-27.8726117,0.9505,2,23.4652,26.0937,0.1684,26.5056,0.2334,25.7291,0.2583,24.7249,0.1471,23.4652,0.0867
18571,"VVDS-J033305.36-275147.4",53.2723571,-27.8631941,0.5755,1,19.3473,22.2755,0.0317,21.2133,0.0125,20.7994,0.0195,19.8966,0.0106,19.3473,0.0109
19892,"VVDS-J033304.58-275148.4",53.2691035,-27.8634685,0.5191,2,22.3038,24.5736,0.101,23.4677,0.0503,23.2347,0.0794,22.906,0.0475,22.3038,0.0625
19890,"VVDS-J033307.75-275151.5",53.2823163,-27.8643069,9.9999,20,21.4857,26.4989,0.2113,24.3959,0.041,23.3333,0.0528,22.2218,0.0181,21.4857,0.0167
19901,"VVDS-J033307.89-275150.6",53.282887,-27.8640651,0.5176,3,20.5068,26.3012,0.2066,23.7661,0.0307,22.6963,0.0337,21.4739,0.0117,20.5068,0.0106
20139,"VVDS-J033308.59-275134.8",53.285822,-27.8596926,0.7341,3,21.1331,23.9442,0.0379,22.9432,0.0155,22.5544,0.0293,21.7714,0.0148,21.1331,0.016
15913,"VVDS-J033252.42-275434.7",53.2184281,-27.9096605,1.1127,3,22.8069,24.1277,0.032,23.504,0.0181,23.4427,0.0423,23.2462,0.0321,22.8069,0.0393
16114,"VVDS-J033251.40-275419.6",53.2142044,-27.90546,0.2584,4,19.0838,23.712,0.0317,21.4468,0.0061,20.3877,0.0064,19.6022,0.0034,19.0838,0.0039
16545,"VVDS-J033253.87-275409.9",53.2244762,-27.9027551,9.9999,0,22.7102,24.7584,0.0959,23.7142,0.0377,23.4165,0.0812,23.3899,0.0584,22.7102,0.1018
16304,"VVDS-J033250.97-275414.4",53.2123885,-27.9040045,3.1289,1,22.8142,23.8738,0.0433,23.2936,0.0236,22.9573,0.0512,23.2921,0.0524,22.8142,0.0909
16553,"VVDS-J033249.99-275405.6",53.208294,-27.9015593,0.9367,3,23.0899,24.833,0.0668,24.3287,0.0372,24.2908,0.0799,23.4919,0.0507,23.0899,0.0582
17118,"VVDS-J033254.50-275345.7",53.2270881,-27.8960506,1.4126,9,23.0727,25.8203,0.122,24.6676,0.0577,24.253,0.0982,23.814,0.0691,23.0727,0.1066
17683,"VVDS-J033253.65-275319.2",53.2235451,-27.8886856,0.7342,2,23.3693,25.4536,0.1035,24.7698,0.0513,24.7898,0.1488,24.131,0.0668,23.3693,0.0838
16887,"VVDS-J033249.09-275350.3",53.2045785,-27.8973231,0.4185,4,23.0152,23.9616,0.0363,23.4615,0.0194,22.9417,0.0341,22.6054,0.0222,23.0152,0.0516
17284,"VVDS-J033250.26-275334.9",53.2094179,-27.8930533,0.5804,2,23.8613,24.9793,0.0698,24.0795,0.0345,24.4619,0.0879,23.6108,0.0452,23.8613,0.0949
17235,"VVDS-J033250.69-275337.5",53.2112261,-27.8937527,2.8686,2,23.3559,24.2825,0.0415,23.3711,0.0194,23.2925,0.0427,23.1828,0.0346,23.3559,0.0705
17796,"VVDS-J033251.18-275308.6",53.213282,-27.8857353,0.9816,3,22.1295,24.159,0.0442,23.5697,0.0245,23.3515,0.0468,22.7531,0.0294,22.1295,0.0305
17421,"VVDS-J033248.38-275326.1",53.2016217,-27.8906021,0.7823,2,23.2556,24.1342,0.0467,23.8637,0.029,23.775,0.0731,23.4112,0.0438,23.2556,0.0791
17890,"VVDS-J033252.94-275309.9",53.2206172,-27.8861019,0.7051,3,22.7323,25.0029,0.0857,25.1037,0.0302,25.9514,,23.2093,0.0322,22.7323,0.0412
65923,"VVDS-J033250.33-275247.0",53.209729,-27.8797418,0.8502,2,23.319,27.0095,,26.4585,0.1867,25.77,0.2563,24.1326,0.0704,23.319,0.0563
18600,"VVDS-J033257.18-275244.0",53.2382501,-27.8789118,2.446,1,22.8947,26.5492,0.2091,23.7045,0.0371,23.3339,0.0723,22.966,0.0515,22.8947,0.0967
18933,"VVDS-J033300.98-275229.9",53.2541149,-27.8749782,1.0862,2,22.2606,26.5066,0.2355,25.5283,0.0953,24.4145,0.1119,23.6531,0.0547,22.2606,0.0361
19052,"VVDS-J033259.79-275223.5",53.2491515,-27.8732156,0.6819,3,23.5826,25.408,0.0878,24.76,0.0451,24.4932,0.099,23.8827,0.0538,23.5826,0.0799
66787,"VVDS-J033302.20-275201.7",53.2591738,-27.8671616,9.9999,0,23.1048,27.0095,,24.9621,0.0686,24.5812,0.1163,23.3648,0.047,23.1048,0.0569
66666,"VVDS-J033301.17-275209.4",53.254897,-27.8692954,0.6786,3,22.4888,27.0095,,26.1291,0.1343,24.3197,0.1161,23.5003,0.0492,22.4888,0.0371
19510,"VVDS-J033258.71-275206.4",53.2446316,-27.8684707,0.4057,9,23.4348,26.168,0.1233,24.928,0.0466,24.0993,0.0748,23.5792,0.0387,23.4348,0.0612
18779,"VVDS-J033254.28-275232.9",53.2261707,-27.875808,0.5589,3,22.6067,25.0755,0.0792,24.0973,0.0304,23.483,0.0556,22.79,0.0263,22.6067,0.0357
19224,"VVDS-J033257.09-275212.1",53.2378988,-27.8700534,0.3124,2,22.1832,24.4204,0.0529,23.2763,0.0213,22.7104,0.0314,22.2202,0.0206,22.1832,0.0315
18866,"VVDS-J033253.55-275219.9",53.2231661,-27.8722104,1.0,3,23.7985,24.6623,0.0615,24.3681,0.0344,24.2665,0.0983,24.1452,0.0656,23.7985,0.1016
19121,"VVDS-J033253.52-275217.9",53.2230149,-27.8716549,0.5412,9,22.7943,24.5885,0.0739,23.691,0.0308,23.2949,0.0581,22.7714,0.0335,22.7943,0.0576
19473,"VVDS-J033252.85-275208.0",53.220223,-27.8689088,0.6817,4,23.355,26.1129,0.172,25.0793,0.0566,24.4099,0.0982,23.7804,0.0502,23.355,0.0564
18220,"VVDS-J033248.18-275256.8",53.2007726,-27.882447,0.6692,4,20.0106,24.9158,0.0748,23.3386,0.0227,22.3444,0.0262,21.0376,0.0104,20.0106,0.0083
18417,"VVDS-J033246.62-275244.9",53.1942877,-27.8791572,0.5337,3,23.1209,24.8026,0.067,24.1041,0.0329,23.7938,0.0609,23.1052,0.0318,23.1209,0.0557
18871,"VVDS-J033249.13-275229.1",53.2047168,-27.8747742,0.8907,2,23.8921,25.8891,0.128,25.4611,0.0786,24.9916,0.1742,24.6038,0.0966,23.8921,0.1069
18902,"VVDS-J033248.84-275222.3",53.2035195,-27.8728714,0.3319,3,20.8911,23.3913,0.024,22.2684,0.0094,21.6755,0.0143,21.1909,0.0088,20.8911,0.0114
19423,"VVDS-J033249.58-275203.3",53.2066062,-27.8675979,0.4143,3,20.9743,23.9853,0.0358,22.8275,0.0128,22.1664,0.0188,21.4325,0.01,20.9743,0.0124
19817,"VVDS-J033250.72-275151.6",53.2113634,-27.8643439,0.7059,3,23.6897,24.7069,0.0558,24.0834,0.031,24.177,0.0684,23.5528,0.0445,23.6897,0.0759
18689,"VVDS-J033243.97-275235.0",53.1832286,-27.8764046,0.6249,2,22.6323,24.0648,0.042,23.6573,0.0224,23.5612,0.0478,22.6859,0.0249,22.6323,0.0387
19035,"VVDS-J033244.71-275222.6",53.1863189,-27.8729654,0.7042,2,23.9881,25.0798,0.0716,24.0219,0.0301,23.8399,0.067,23.838,0.0524,23.9881,0.1084
18743,"VVDS-J033243.65-275232.6",53.1818927,-27.8757278,0.677,2,22.854,24.3286,0.0585,23.9066,0.0334,24.0276,0.0708,23.1006,0.0392,22.854,0.0597
19070,"VVDS-J033244.52-275222.8",53.1855224,-27.8730068,9.9999,0,23.6731,25.7423,0.1141,24.9797,0.0508,24.9545,0.1385,23.9961,0.0566,23.6731,0.099
18968,"VVDS-J033245.89-275222.8",53.191243,-27.8730265,0.9811,3,22.2233,23.8724,0.0318,23.3405,0.018,23.1186,0.0395,22.9502,0.0285,22.2233,0.0316
66656,"VVDS-J033245.02-275207.9",53.1876149,-27.8688711,0.721,2,23.1375,27.0095,,25.7941,0.1013,24.7947,0.1283,23.9065,0.0665,23.1375,0.0504
19079,"VVDS-J033242.88-275220.8",53.1786986,-27.8724604,1.4155,1,23.892,25.6773,0.1162,24.5657,0.0493,23.936,0.0864,23.6546,0.0507,23.892,0.1096
19661,"VVDS-J033242.74-275159.4",53.178099,-27.8665012,1.1226,3,23.0037,25.7113,0.1022,25.0806,0.0603,24.7667,0.1011,23.8923,0.0536,23.0037,0.052
19738,"VVDS-J033244.27-275141.3",53.1844765,-27.8614822,0.2734,4,19.192,22.5432,0.0156,21.2637,0.0041,20.4461,0.0058,19.7578,0.003,19.192,0.0033
19903,"VVDS-J033247.19-275147.7",53.1966307,-27.8632753,1.0692,1,22.78,25.1987,0.0752,24.4202,0.0373,24.0967,0.0691,23.5209,0.0458,22.78,0.0415
20504,"VVDS-J033246.65-275121.9",53.1943898,-27.8560923,0.4218,3,22.9383,24.5368,0.0642,23.8706,0.0303,23.638,0.0529,23.0244,0.0333,22.9383,0.0629
20576,"VVDS-J033246.84-275121.3",53.1951731,-27.8559411,9.9999,20,23.7123,24.6959,0.0603,24.2943,0.0358,24.0069,0.0831,24.0804,0.0634,23.7123,0.0785
20893,"VVDS-J033247.86-275104.7",53.1994554,-27.8513259,1.2493,2,22.8446,24.629,0.0733,23.9413,0.0316,23.2847,0.0479,23.2395,0.0381,22.8446,0.0548
19797,"VVDS-J033251.27-275152.3",53.2136535,-27.8645367,0.9816,3,23.3704,24.9551,0.0706,24.3334,0.0387,24.4145,0.0998,24.0368,0.0616,23.3704,0.0708
19932,"VVDS-J033253.61-275144.9",53.223383,-27.8624799,0.3352,3,23.0056,24.7125,0.066,23.83,0.0263,23.3006,0.0446,22.7846,0.0306,23.0056,0.0582
20120,"VVDS-J033253.26-275134.1",53.2219541,-27.8594855,0.736,3,21.1028,23.7714,0.033,22.8223,0.0146,22.4429,0.0299,21.7703,0.0163,21.1028,0.0164
20357,"VVDS-J033249.87-275129.3",53.2078307,-27.8581427,0.767,3,22.3241,24.8074,0.0617,23.8007,0.0282,23.4954,0.0531,22.8461,0.0305,22.3241,0.0324
20654,"VVDS-J033250.74-275117.1",53.2114289,-27.8547503,0.1278,3,22.8981,24.5711,0.0618,23.4503,0.0193,23.0418,0.036,22.9141,0.0276,22.8981,0.0478
20763,"VVDS-J033252.13-275108.9",53.2172175,-27.8524726,0.1279,4,20.1619,22.8044,0.0155,21.242,0.0043,20.6502,0.0079,20.3699,0.0055,20.1619,0.0082
101298,"VVDS-J033252.15-275106.1",53.2173199,-27.8517036,0.1743,21,23.5097,27.0095,,27.3138,,25.9514,,23.4922,0.0391,23.5097,0.0551
20940,"VVDS-J033252.39-275105.8",53.2183013,-27.8516278,0.5741,3,22.9015,24.3332,0.0407,23.6197,0.0221,23.6187,0.0469,22.7668,0.0301,22.9015,0.0511
20748,"VVDS-J033254.33-275114.6",53.2263966,-27.8540731,0.4064,4,22.917,24.8245,0.0642,23.8066,0.033,23.7693,0.0673,23.2634,0.0519,22.917,0.0957
21252,"VVDS-J033256.33-275054.6",53.2347228,-27.8485274,0.578,2,22.6589,24.8797,0.0611,23.8732,0.0288,23.6904,0.0647,22.6259,0.0305,22.6589,0.0548
21448,"VVDS-J033256.45-275046.4",53.2352177,-27.8462338,0.6274,3,22.6158,25.6228,0.1026,24.2471,0.037,23.8541,0.0731,22.9362,0.0342,22.6158,0.0425
20996,"VVDS-J033250.00-275105.3",53.2083447,-27.8514958,2.6926,2,23.9769,24.5136,0.0508,23.6782,0.0218,23.6636,0.0522,23.608,0.0428,23.9769,0.0919
20953,"VVDS-J033249.20-275105.0",53.2050166,-27.8513936,0.7838,3,23.5387,24.6512,0.0579,24.2125,0.0331,24.3583,0.0888,23.7709,0.059,23.5387,0.102
21530,"VVDS-J033251.57-275044.8",53.2148992,-27.8457969,0.9788,2,22.9134,25.8976,0.1506,24.9833,0.058,25.0634,0.1256,23.9391,0.0563,22.9134,0.0541
22044,"VVDS-J033252.29-275019.8",53.2179069,-27.8388494,0.9499,9,23.6322,24.3243,0.0515,23.8008,0.0291,23.9334,0.0723,23.8675,0.0605,23.6322,0.1464
68891,"VVDS-J033252.97-275018.0",53.2207462,-27.8383556,0.7331,2,23.9949,27.0095,,25.7926,0.1154,25.4314,0.1672,24.9712,0.0928,23.9949,0.1046
21198,"VVDS-J033303.07-275056.8",53.262815,-27.8491122,0.5364,2,23.1865,24.9123,0.0849,23.4409,0.0287,23.3206,0.0586,22.9343,0.041,23.1865,0.0796
21703,"VVDS-J033306.24-275032.0",53.2760238,-27.8422447,0.1272,2,20.9911,24.0516,0.051,22.4205,0.0143,21.6884,0.0212,21.2027,0.0133,20.9911,0.0178
21220,"VVDS-J033301.98-275057.1",53.2582627,-27.8492025,1.2966,2,23.7225,25.5251,0.1049,24.3349,0.0448,24.0026,0.0867,23.384,0.0521,23.7225,0.0861
21809,"VVDS-J033303.86-275026.2",53.2660922,-27.8406295,0.8899,3,20.9571,23.8728,0.0398,22.9865,0.0169,22.5194,0.0319,21.9212,0.0171,20.9571,0.0152
22374,"VVDS-J033301.50-275007.5",53.256251,-27.835418,2.7132,1,23.4104,24.9287,0.0658,24.1211,0.0358,24.0008,0.0858,23.9172,0.0722,23.4104,0.1183
22287,"VVDS-J033302.72-275007.1",53.261369,-27.8353153,0.8369,3,21.5012,23.7903,0.0371,22.8919,0.0178,22.5963,0.0358,22.119,0.0222,21.5012,0.0224
22102,"VVDS-J033309.51-275015.9",53.289627,-27.8377567,0.1292,9,23.8022,24.8529,0.067,23.7896,0.0278,23.4089,0.0615,23.1143,0.0432,23.8022,0.1085
23529,"VVDS-J033305.17-274918.0",53.2715448,-27.8216782,0.7526,2,23.9925,25.263,0.0896,24.3024,0.0695,24.4231,0.1068,24.1149,0.0777,23.9925,0.1037
23659,"VVDS-J033307.53-274913.3",53.281413,-27.8203868,0.9861,3,22.9644,25.3462,0.1208,25.1421,0.091,24.534,0.1388,24.21,0.0836,22.9644,0.0705
23841,"VVDS-J033307.90-274904.2",53.2829271,-27.8178526,0.6254,4,22.7017,24.0233,0.0382,23.327,0.0355,23.169,0.0455,22.5682,0.0246,22.7017,0.0424
101933,"VVDS-J033310.54-274857.4",53.2939431,-27.8159647,9.9999,0,23.8608,27.0095,,27.3138,,25.9514,,25.1244,0.2602,23.8608,0.1645
24109,"VVDS-J033309.94-274851.6",53.2914373,-27.8143557,1.0289,3,23.5279,24.6778,0.0679,24.1262,0.0655,23.7712,0.0758,23.8354,0.0617,23.5279,0.0759
24545,"VVDS-J033308.64-274830.7",53.2860132,-27.8085388,0.7101,3,21.4247,23.4092,0.0284,22.5464,0.023,22.2631,0.0276,21.7557,0.0163,21.4247,0.0196
22098,"VVDS-J033257.80-275018.8",53.2408377,-27.8385621,1.2027,2,23.5,25.4861,0.0967,24.447,0.0451,24.2874,0.1041,23.4994,0.0535,23.5,0.1063
69000,"VVDS-J033256.96-275008.9",53.2373607,-27.8358225,1.143,2,22.1832,27.0095,,25.3375,0.0867,24.7239,0.1703,23.7661,0.0627,22.1832,0.0377
22779,"VVDS-J033259.77-274946.4",53.2490439,-27.8295763,0.3458,4,21.9218,23.3136,0.0243,22.541,0.0118,22.1239,0.0216,21.8254,0.0154,21.9218,0.0279
22763,"VVDS-J033301.29-274942.5",53.25538,-27.8284829,0.5139,3,21.002,23.7013,0.0493,22.7421,0.0197,22.2405,0.0333,21.3429,0.0147,21.002,0.0167
23546,"VVDS-J033257.14-274919.1",53.2380885,-27.8219869,2.2969,1,23.8402,25.5474,0.1065,23.916,0.0407,23.4857,0.0633,23.2724,0.0463,23.8402,0.1076
23781,"VVDS-J033259.38-274908.8",53.2474385,-27.8191334,0.3331,1,22.4852,25.0557,0.0901,23.4449,0.0324,23.0055,0.0432,22.6341,0.0276,22.4852,0.0431
24719,"VVDS-J033257.91-274826.1",53.2413175,-27.8072589,0.7377,4,22.5725,24.6386,0.0941,24.294,0.0696,23.6812,0.068,23.0624,0.0397,22.5725,0.0437
24055,"VVDS-J033304.48-274854.9",53.2686966,-27.8152643,0.7831,3,23.0388,24.4062,0.0611,23.5503,0.0402,23.5695,0.0646,23.1129,0.0432,23.0388,0.0616
24552,"VVDS-J033303.17-274829.4",53.26322,-27.808187,0.1942,4,21.1076,23.2194,0.0278,22.1153,0.0148,21.6744,0.018,21.3773,0.0123,21.1076,0.016
101995,"VVDS-J033306.11-274846.4",53.2754628,-27.8129161,0.8425,9,23.871,27.0095,,27.3138,,25.9514,,24.6806,0.1736,23.871,0.2059
24679,"VVDS-J033306.80-274825.4",53.278362,-27.8070727,0.3332,4,22.0372,23.8966,0.0395,23.0494,0.0301,22.4779,0.0331,22.116,0.0202,22.0372,0.033
24989,"VVDS-J033307.26-274808.6",53.2802782,-27.8024039,0.5312,4,20.4591,23.2039,0.028,22.2399,0.0167,21.788,0.0196,20.9674,0.0096,20.4591,0.0101
24873,"VVDS-J033304.53-274815.3",53.2688979,-27.8042592,0.5181,4,21.322,23.5709,0.0339,22.7726,0.0237,22.3416,0.0281,21.6727,0.0162,21.322,0.0173
70763,"VVDS-J033303.79-274820.6",53.2658264,-27.8057269,0.3139,1,23.9443,27.0095,,24.5378,0.0992,24.0255,0.1297,23.8618,0.0765,23.9443,0.1179
24975,"VVDS-J033305.31-274813.0",53.2721317,-27.8036168,1.1059,2,22.6387,24.9168,0.1144,24.5048,0.088,23.6846,0.0829,23.3227,0.0551,22.6387,0.0456
70697,"VVDS-J033301.76-274828.0",53.2573407,-27.8077781,9.9999,0,23.8591,27.0095,,25.2864,0.1391,25.9514,,24.6327,0.1246,23.8591,0.1138
24909,"VVDS-J033302.43-274816.4",53.2601274,-27.8045663,3.0146,1,23.8674,25.4041,0.1701,24.4662,0.0839,24.113,0.1179,24.2637,0.0851,23.8674,0.2119
